20240503	15:37:03	ccc0f280-860f-4ff9-a012-5346c7f49b9e	GET	undefined	/api/
20240503	15:37:51	64afe200-5306-4595-a795-7626e14bccd6	GET	undefined	/api/
20240505	21:05:09	0d75c230-9be1-4134-8bb0-a3c9bffafb64	GET	undefined	/
20240505	21:05:09	90702014-f9f9-4131-9c19-8c3375dc39d8	GET	https://nebulous-cypress-zinc.glitch.me	/___glitch_loading_status___
20240505	21:05:09	54d9d9c0-5f23-435d-97ff-82f22513e089	GET	undefined	/
20240505	21:05:09	0b69ef35-5384-4d0c-b613-a317833f51cd	GET	undefined	/
20240505	21:05:09	2fed4cbd-96df-4ef6-a3d8-b7ee9cf2f9b5	GET	undefined	/favicon.ico
20240505	21:05:09	d42d4c81-6eb3-4301-b095-1fb1d6bad5ed	GET	https://nebulous-cypress-zinc.glitch.me	/___glitch_loading_status___
20240505	21:05:09	fbccb36b-690c-470a-8212-4c758b61706d	GET	undefined	/
20240505	21:05:09	d87e57a2-8375-48c3-95b1-9e65707d684a	GET	https://nebulous-cypress-zinc.glitch.me	/___glitch_loading_status___
20240505	21:05:09	c24600d6-c71e-427f-936d-2443236abd4b	GET	undefined	/
20240505	21:05:09	72626cf4-dc05-4aa4-aca2-c8c4310d9c8c	GET	undefined	/
20240505	21:05:09	3c1edc3c-8989-450d-b135-733927e35bf5	GET	https://nebulous-cypress-zinc.glitch.me	/___glitch_loading_status___
20240505	21:05:47	a3d42ed0-29ac-4fe0-9e4a-c4c9a74e3586	GET	undefined	/
20240505	21:05:47	a592d71e-75ce-4eb6-9d36-3e0160798fe4	GET	undefined	/css/style.css
20240505	21:05:51	f61ad350-e576-42bc-8e43-79046d3cf666	GET	undefined	/
20240505	21:05:51	bcec2859-5b3e-443d-b2a8-e96a75e0fb78	GET	undefined	/css/style.css
20240505	21:06:40	34df6fee-6d6d-485d-aac9-b72c7376a16b	OPTIONS	https://dazzling-snickerdoodle-777101.netlify.app	/
20240505	21:06:40	ea8662d8-937f-4a59-87c3-65b48f94a6d3	GET	https://dazzling-snickerdoodle-777101.netlify.app	/
